bing	52	bing	0.018327260087509487
bing	344	live search	0.018327260087509487
bing	354	msn search	0.018327260087509487
bing	98	comparison of web search engines	0.007529708086457607
bing	277	info.com	0.004987161087861571
bing	381	msnbot	0.00405805874366489
bing	343	list of search engines	0.003256244985646752
bing	656	yebol	0.002428453337081066
bing	245	goby inc.	0.0022157052476148953
bing	637	web search engine	0.0021578628250640626
bing	447	powerset (company)	0.0020795888822034707
bing	520	search engine results pages	0.0019313095238924132
bing	336	leapfish	0.0015511364032668863
bing	187	dogpile	0.0014956701518645322
bing	622	webcrawler	0.0014065435921497373
bing	427	organic search	0.0013571364775252315
bing	326	keyword (internet search)	0.001259104006419012
bing	519	search engine optimization	0.001259104006419012
bing	638	web search query	0.0011952493359896163
bing	75	carrot2	0.0010532653120899386
bing	525	semantic search	0.0010376396641514117
bing	194	duckduckgo	0.0010131220063061602
bing	654	yahoo! search	9.588851899458807E-4
bing	337	learning to rank	9.431274658803136E-4
bing	518	search engine marketing	9.242021925421507E-4
bing	619	volunia	8.799360533470761E-4
bing	492	robots.txt	8.157336928292E-4
bing	493	robots exclusion standard	8.157336928292E-4
bing	401	naver	7.921006238445563E-4
bing	631	web mining	7.447884038164758E-4
bing	647	wolfram alpha	7.312219106039891E-4
bing	244	go.com	6.910553766615218E-4
bing	466	quaero	6.77677918296288E-4
bing	21	altavista	6.632617167923903E-4
bing	373	microsoft	5.514475350098022E-4
bing	250	google search	5.41403172493451E-4
bing	35	ask.com	4.884252635119846E-4
bing	369	meta tags	4.281079406250141E-4
bing	355	machine learning	4.248350748705426E-4
bing	152	data mining	3.895971996361128E-4
bing	117	computer vision	3.8231272098009035E-4
bing	276	index (search engine)	3.7021997179250343E-4
bing	517	search engine indexing	3.7021997179250343E-4
bing	45	baidu	3.599465626083629E-4
bing	625	web crawler	3.425388559308186E-4
bing	626	web crawling	3.425388559308186E-4
bing	241	geographic information systems	3.2692076377520673E-4
bing	247	google	3.01253226558582E-4
bing	0	1890 us census	2.7017995578610055E-4
bing	1	a9.com	2.7017995578610055E-4
bing	2	acm computing classification system	2.7017995578610055E-4
bing	3	advise	2.7017995578610055E-4
bing	4	aol	2.7017995578610055E-4
bing	5	aol search	2.7017995578610055E-4
bing	6	academic press	2.7017995578610055E-4
bing	7	academic journal	2.7017995578610055E-4
bing	8	accuracy and precision	2.7017995578610055E-4
bing	9	actuate corporation	2.7017995578610055E-4
bing	10	adversarial information retrieval	2.7017995578610055E-4
bing	11	adverse drug reaction	2.7017995578610055E-4
bing	12	advertising	2.7017995578610055E-4
bing	13	aggregate (data warehouse)	2.7017995578610055E-4
bing	14	aggregate function	2.7017995578610055E-4
bing	15	alan emtage	2.7017995578610055E-4
bing	16	algorithm	2.7017995578610055E-4
bing	17	algorithm design	2.7017995578610055E-4
bing	18	aliweb	2.7017995578610055E-4
bing	19	alltheweb	2.7017995578610055E-4
bing	20	alpha consumer	2.7017995578610055E-4
bing	22	alvin weinberg	2.7017995578610055E-4
bing	23	analysis of algorithms	2.7017995578610055E-4
bing	24	analytics	2.7017995578610055E-4
bing	25	anchor modeling	2.7017995578610055E-4
bing	26	angoss	2.7017995578610055E-4
bing	27	anomaly detection	2.7017995578610055E-4
bing	28	archie comics	2.7017995578610055E-4
bing	29	archie search engine	2.7017995578610055E-4
bing	30	argonne national laboratory	2.7017995578610055E-4
bing	31	artificial intelligence	2.7017995578610055E-4
bing	32	artificial life	2.7017995578610055E-4
bing	33	artificial neural network	2.7017995578610055E-4
bing	34	as we may think	2.7017995578610055E-4
bing	36	association for computing machinery	2.7017995578610055E-4
bing	37	association rule	2.7017995578610055E-4
bing	38	association rule learning	2.7017995578610055E-4
bing	39	association rule mining	2.7017995578610055E-4
bing	40	association rules	2.7017995578610055E-4
bing	41	atlantic monthly	2.7017995578610055E-4
bing	42	automata theory	2.7017995578610055E-4
bing	43	automated reasoning	2.7017995578610055E-4
bing	44	automatic summarization	2.7017995578610055E-4
bing	46	bayes' theorem	2.7017995578610055E-4
bing	47	berlekamp	2.7017995578610055E-4
bing	48	bibliometrics	2.7017995578610055E-4
bing	49	bill inmon	2.7017995578610055E-4
bing	50	binary independence model	2.7017995578610055E-4
bing	51	binary classification	2.7017995578610055E-4
bing	53	bioinformatic	2.7017995578610055E-4
bing	54	bioinformatics	2.7017995578610055E-4
bing	55	biomedical	2.7017995578610055E-4
bing	56	blackle.com	2.7017995578610055E-4
bing	57	blekko	2.7017995578610055E-4
bing	58	boogami	2.7017995578610055E-4
bing	59	boolean algebra	2.7017995578610055E-4
bing	60	boolean operators	2.7017995578610055E-4
bing	61	bram stoker	2.7017995578610055E-4
bing	62	british petroleum	2.7017995578610055E-4
bing	63	business intelligence	2.7017995578610055E-4
bing	64	business intelligence tools	2.7017995578610055E-4
bing	65	buzzword	2.7017995578610055E-4
bing	66	c. j. van rijsbergen	2.7017995578610055E-4
bing	67	capps ii	2.7017995578610055E-4
bing	68	cern	2.7017995578610055E-4
bing	69	cikm conference	2.7017995578610055E-4
bing	70	crisp-dm	2.7017995578610055E-4
bing	71	calvin mooers	2.7017995578610055E-4
bing	72	cambridge university press	2.7017995578610055E-4
bing	73	cancer	2.7017995578610055E-4
bing	74	carnegie mellon university	2.7017995578610055E-4
bing	76	case western reserve university	2.7017995578610055E-4
bing	77	categorization	2.7017995578610055E-4
bing	78	category theory	2.7017995578610055E-4
bing	79	censorship	2.7017995578610055E-4
bing	80	chacha (search engine)	2.7017995578610055E-4
bing	81	chemicalize.org	2.7017995578610055E-4
bing	82	chess	2.7017995578610055E-4
bing	83	chess endgame	2.7017995578610055E-4
bing	84	churn rate	2.7017995578610055E-4
bing	85	clarabridge	2.7017995578610055E-4
bing	86	classification of the sciences (peirce)	2.7017995578610055E-4
bing	87	cloud storage	2.7017995578610055E-4
bing	88	cluster analysis	2.7017995578610055E-4
bing	89	co-occurrence	2.7017995578610055E-4
bing	90	cognitive science	2.7017995578610055E-4
bing	91	collaborative information seeking	2.7017995578610055E-4
bing	92	collaborative search engine	2.7017995578610055E-4
bing	93	column-oriented dbms	2.7017995578610055E-4
bing	94	combinatorial game	2.7017995578610055E-4
bing	95	combinatorics	2.7017995578610055E-4
bing	96	communications of the acm	2.7017995578610055E-4
bing	97	comparison of olap servers	2.7017995578610055E-4
bing	99	compiler	2.7017995578610055E-4
bing	100	computability theory	2.7017995578610055E-4
